Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;TCI_%;CAC_%;T.V.A_%;Formalites;Total_%
0403;RANGEE 03;"Yogurt; buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa.";;;;;;;;
040310;HS6;Yaourt;Yogurt;;;;;;;
0403101000;HS10;Yaourt - Type 1;Yogurt - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0403102000;HS10;Yaourt - Type 2;Yogurt - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0403109000;HS10;Yaourt - Autre;Yogurt - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040320;HS6;Yoghourt;Dairy produce;;;;;;;
0403201000;HS10;Yoghourt - Type 1;Dairy produce - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0403202000;HS10;Yoghourt - Type 2;Dairy produce - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0403209000;HS10;Yoghourt - Autre;Dairy produce - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040390;HS6;Babeurre, lait caillé;Buttermilk, curdled milk;;;;;;;
040390;HS6-DIRECT;Babeurre, lait caillé;Buttermilk, curdled milk;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0404;RANGEE 04;"Whey and products consisting of natural milk constituents; whether or not containing added sugar or other sweetening matter, not elsewhere specified or included";;;;;;;;
040410;HS6;Lactosérum;Whey;;;;;;;
0404101000;HS10;Lactosérum - Type 1;Whey - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0404102000;HS10;Lactosérum - Type 2;Whey - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0404109000;HS10;Lactosérum - Autre;Whey - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040490;HS6;Produits lactés autres;Other dairy products;;;;;;;
0404901000;HS10;Produits lactés autres - Type 1;Other dairy products - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0404902000;HS10;Produits lactés autres - Type 2;Other dairy products - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0404909000;HS10;Produits lactés autres - Autre;Other dairy products - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0405;RANGEE 05;"Butter and other fats and oils derived from milk; dairy spreads";;;;;;;;
040510;HS6;Beurre;Butter;;;;;;;
0405101000;HS10;Beurre - Production locale;Butter - Local production;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0405109000;HS10;Beurre - Importé;Butter - Imported;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040520;HS6;Pâtes à tartiner laitières;Dairy spreads;;;;;;;
040520;HS6-DIRECT;Pâtes à tartiner laitières;Dairy spreads;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040590;HS6;Matières grasses du lait autres;Other milk fats;;;;;;;
0405901000;HS10;Matières grasses du lait autres - Type 1;Other milk fats - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0405902000;HS10;Matières grasses du lait autres - Type 2;Other milk fats - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0405909000;HS10;Matières grasses du lait autres - Autre;Other milk fats - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0406;RANGEE 06;Cheese and curd;;;;;;;;
040610;HS6;Fromages frais non affinés;Fresh unripened cheese;;;;;;;
0406101000;HS10;Fromages frais non affinés - Type 1;Fresh unripened cheese - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0406102000;HS10;Fromages frais non affinés - Type 2;Fresh unripened cheese - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0406109000;HS10;Fromages frais non affinés - Autre;Fresh unripened cheese - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040620;HS6;Fromages râpés ou en poudre;Grated or powdered cheese;;;;;;;
040620;HS6-DIRECT;Fromages râpés ou en poudre;Grated or powdered cheese;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040630;HS6;Fromages fondus;Processed cheese;;;;;;;
0406301000;HS10;Fromages fondus - Type 1;Processed cheese - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0406302000;HS10;Fromages fondus - Type 2;Processed cheese - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0406309000;HS10;Fromages fondus - Autre;Processed cheese - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040640;HS6;Fromages à pâte persillée;Blue-veined cheese;;;;;;;
040640;HS6-DIRECT;Fromages à pâte persillée;Blue-veined cheese;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040690;HS6;Autres fromages;Other cheese;;;;;;;
0406901000;HS10;Autres fromages - Type 1;Other cheese - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0406902000;HS10;Autres fromages - Type 2;Other cheese - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0406909000;HS10;Autres fromages - Autre;Other cheese - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0407;RANGEE 07;"Birds' eggs, in shell; fresh, preserved or cooked";;;;;;;;
040700;HS6;Oeufs en coquille;Eggs in shell;;;;;;;
0407000010;HS10;Oeufs en coquille - Usage spécifique;Eggs in shell - Specific use;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0407000090;HS10;Oeufs en coquille - Autre usage;Eggs in shell - Other use;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040711;HS6;De volaille de l'espèce Gallus domesticus;Birds' eggs;;;;;;;
0407111000;HS10;De volaille de l'espèce Gallus domesticus - Type 1;Birds' eggs - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0407112000;HS10;De volaille de l'espèce Gallus domesticus - Type 2;Birds' eggs - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0407119000;HS10;De volaille de l'espèce Gallus domesticus - Autre;Birds' eggs - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040719;HS6;Autres;Birds' eggs;;;;;;;
0407191000;HS10;Autres - Type 1;Birds' eggs - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0407192000;HS10;Autres - Type 2;Birds' eggs - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0407199000;HS10;Autres - Autre;Birds' eggs - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040721;HS6;De volailles de l'espèce Gallus domesticus;Birds' eggs;;;;;;;
0407211000;HS10;De volailles de l'espèce Gallus domesticus - Type 1;Birds' eggs - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0407212000;HS10;De volailles de l'espèce Gallus domesticus - Type 2;Birds' eggs - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0407219000;HS10;De volailles de l'espèce Gallus domesticus - Autre;Birds' eggs - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040729;HS6;Autres;Birds' eggs;;;;;;;
0407291000;HS10;Autres - Type 1;Birds' eggs - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0407292000;HS10;Autres - Type 2;Birds' eggs - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0407299000;HS10;Autres - Autre;Birds' eggs - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040790;HS6;Autres;Birds' eggs;;;;;;;
0407901000;HS10;Autres - Type 1;Birds' eggs - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0407902000;HS10;Autres - Type 2;Birds' eggs - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0407909000;HS10;Autres - Autre;Birds' eggs - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0408;RANGEE 08;"Birds' eggs, not in shell; egg yolks, fresh, dried, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter";;;;;;;;
040811;HS6;Jaunes d'oeufs séchés;Dried egg yolks;;;;;;;
040811;HS6-DIRECT;Jaunes d'oeufs séchés;Dried egg yolks;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040819;HS6;Jaunes d'oeufs autres;Other egg yolks;;;;;;;
040819;HS6-DIRECT;Jaunes d'oeufs autres;Other egg yolks;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040891;HS6;Oeufs séchés sans coquille;Dried eggs, not in shell;;;;;;;
040891;HS6-DIRECT;Oeufs séchés sans coquille;Dried eggs, not in shell;Alimentation;20.0;1.0;10.0;19.25;=;50.25
040899;HS6;Oeufs autres;Other eggs;;;;;;;
0408991000;HS10;Oeufs autres - Type 1;Other eggs - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0408992000;HS10;Oeufs autres - Type 2;Other eggs - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0408999000;HS10;Oeufs autres - Autre;Other eggs - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0409;RANGEE 09;"Honey; natural";;;;;;;;
040900;HS6;Miel naturel;Natural honey;;;;;;;
0409001000;HS10;Miel naturel - Type 1;Natural honey - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0409002000;HS10;Miel naturel - Type 2;Natural honey - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0409009000;HS10;Miel naturel - Autre;Natural honey - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0410;RANGEE 10;"Animal products; insects and other edible products of animal origin, not elsewhere specified or included";;;;;;;;
041010;HS6;Insectes;Animal products;;;;;;;
0410101000;HS10;Insectes - Type 1;Animal products - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0410102000;HS10;Insectes - Type 2;Animal products - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0410109000;HS10;Insectes - Autre;Animal products - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
041090;HS6;Autres;Animal products;;;;;;;
0410901000;HS10;Autres - Type 1;Animal products - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0410902000;HS10;Autres - Type 2;Animal products - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0410909000;HS10;Autres - Autre;Animal products - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
CHAPITRE 05;CHAPITRE;Autres produits d'origine animale;;;;;;;;
0501;RANGEE 01;"Human hair; unworked, whether or not washed or scoured; waste of human hair";;;;;;;;
050100;HS6;Cheveux bruts;déchets de cheveux;;;;;;;
0501001000;HS10;Cheveux bruts - Type 1;déchets de cheveux - Type 1;Industrie;10.0;1.0;10.0;19.25;910 Déclaration d'Importation du Produit;40.25
0501002000;HS10;Cheveux bruts - Type 2;déchets de cheveux - Type 2;Industrie;10.0;1.0;10.0;19.25;=;40.25
0501009000;HS10;Cheveux bruts - Autre;déchets de cheveux - Other;Industrie;10.0;1.0;10.0;19.25;=;40.25
0502;RANGEE 02;"Pigs', hogs' or boars' bristles and hair; and waste thereof";;;;;;;;
050210;HS6;Soies de porc ou de sanglier et déchets de ces soies;Animal products;;;;;;;
0502101000;HS10;Soies de porc ou de sanglier et déchets de ces soies - Type 1;Animal products - Type 1;Industrie;10.0;1.0;10.0;19.25;=;40.25
0502102000;HS10;Soies de porc ou de sanglier et déchets de ces soies - Type 2;Animal products - Type 2;Industrie;10.0;1.0;10.0;19.25;=;40.25
0502109000;HS10;Soies de porc ou de sanglier et déchets de ces soies - Autre;Animal products - Other;Industrie;10.0;1.0;10.0;19.25;=;40.25
050290;HS6;Autres;Animal products;;;;;;;
0502901000;HS10;Autres - Type 1;Animal products - Type 1;Industrie;10.0;1.0;10.0;19.25;=;40.25
0502902000;HS10;Autres - Type 2;Animal products - Type 2;Industrie;10.0;1.0;10.0;19.25;=;40.25
0502909000;HS10;Autres - Autre;Animal products - Other;Industrie;10.0;1.0;10.0;19.25;=;40.25
0504;RANGEE 04;"Guts, bladders and stomachs of animals (other than fish); whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked";;;;;;;;
050400;HS6;Boyaux, vessies, estomacs d'animaux;Guts, bladders, stomachs of animals;;;;;;;
0504001000;HS10;Boyaux, vessies, estomacs d'animaux - Espèce 1;Guts, bladders, stomachs of animals - Species 1;Industrie;10.0;1.0;10.0;19.25;=;40.25
0504002000;HS10;Boyaux, vessies, estomacs d'animaux - Espèce 2;Guts, bladders, stomachs of animals - Species 2;Industrie;10.0;1.0;10.0;19.25;=;40.25
0504009000;HS10;Boyaux, vessies, estomacs d'animaux - Autre espèce;Guts, bladders, stomachs of animals - Other species;Industrie;10.0;1.0;10.0;19.25;=;40.25
0505;RANGEE 05;"Skins and other parts of birds with feathers, down; feathers, down and parts thereof; not further worked than cleaned, disinfected, treated for preservation; powder, waste and parts of feathers";;;;;;;;
050510;HS6;Plumes pour literie;Feathers for stuffing;;;;;;;
050510;HS6-DIRECT;Plumes pour literie;Feathers for stuffing;Industrie;10.0;1.0;10.0;19.25;=;40.25
050590;HS6;Autres plumes et duvet;Other feathers and down;;;;;;;
0505901000;HS10;Autres plumes et duvet - Type 1;Other feathers and down - Type 1;Industrie;10.0;1.0;10.0;19.25;=;40.25
0505902000;HS10;Autres plumes et duvet - Type 2;Other feathers and down - Type 2;Industrie;10.0;1.0;10.0;19.25;=;40.25
0505909000;HS10;Autres plumes et duvet - Autre;Other feathers and down - Other;Industrie;10.0;1.0;10.0;19.25;=;40.25
0506;RANGEE 06;"Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinised; powder and waste of these products";;;;;;;;
050610;HS6;Osséine et os traités à l'acide;Ossein and acid-treated bones;;;;;;;
050610;HS6-DIRECT;Osséine et os traités à l'acide;Ossein and acid-treated bones;Industrie;10.0;1.0;10.0;19.25;=;40.25
050690;HS6;Os et cornillons non travaillés;Unworked bones and horn-cores;;;;;;;
050690;HS6-DIRECT;Os et cornillons non travaillés;Unworked bones and horn-cores;Industrie;10.0;1.0;10.0;19.25;=;40.25
0507;RANGEE 07;"Ivory, tortoise-shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks unworked or simply prepared, not cut to shape; waste and powder of these products";;;;;;;;
050710;HS6;Ivoire brut;Raw ivory;;;;;;;
050710;HS6-DIRECT;Ivoire brut;Raw ivory;Industrie;10.0;1.0;10.0;19.25;=;40.25
050790;HS6;Corne, bois de cervidés;Horn, antlers;;;;;;;
0507901000;HS10;Corne, bois de cervidés - Type 1;Horn, antlers - Type 1;Industrie;10.0;1.0;10.0;19.25;=;40.25
0507902000;HS10;Corne, bois de cervidés - Type 2;Horn, antlers - Type 2;Industrie;10.0;1.0;10.0;19.25;=;40.25
0507909000;HS10;Corne, bois de cervidés - Autre;Horn, antlers - Other;Industrie;10.0;1.0;10.0;19.25;=;40.25
0508;RANGEE 08;Coral and similar materials, unworked or simply prepared, shells of molluscs, crustaceans or echinoderms and cuttle-bone, not cut to shape powder and waste thereof;;;;;;;;
050800;HS6;Corail et matières similaires;Coral and similar materials;;;;;;;
050800;HS6-DIRECT;Corail et matières similaires;Coral and similar materials;Industrie;10.0;1.0;10.0;19.25;=;40.25
0509;RANGEE 09;;;;;;;;;
050900;HS6;Éponges naturelles;Natural sponges;;;;;;;
0509001000;HS10;Éponges naturelles - Type 1;Natural sponges - Type 1;Industrie;10.0;1.0;10.0;19.25;=;40.25
0509002000;HS10;Éponges naturelles - Type 2;Natural sponges - Type 2;Industrie;10.0;1.0;10.0;19.25;=;40.25
0509009000;HS10;Éponges naturelles - Autre;Natural sponges - Other;Industrie;10.0;1.0;10.0;19.25;=;40.25
0510;RANGEE 10;"Ambergris, castoreum, civet and musk; cantharides; bile, dried or not glands, other animal products used in preparation of pharmaceutical products, fresh chilled, frozen or otherwise provisionally preserved";;;;;;;;
051000;HS6;Ambre gris, castoréum, civette;Ambergris, castoreum, civet;;;;;;;
0510001000;HS10;Ambre gris, castoréum, civette - Type 1;Ambergris, castoreum, civet - Type 1;Industrie;10.0;1.0;10.0;19.25;=;40.25
0510002000;HS10;Ambre gris, castoréum, civette - Type 2;Ambergris, castoreum, civet - Type 2;Industrie;10.0;1.0;10.0;19.25;=;40.25
0510009000;HS10;Ambre gris, castoréum, civette - Autre;Ambergris, castoreum, civet - Other;Industrie;10.0;1.0;10.0;19.25;=;40.25
0511;RANGEE 11;"Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption";;;;;;;;
051110;HS6;Sperme de bovins;Bovine semen;;;;;;;
051110;HS6-DIRECT;Sperme de bovins;Bovine semen;Industrie;10.0;1.0;10.0;19.25;=;40.25
051191;HS6;Produits de poissons (laitances);Fish products (roes);;;;;;;
0511911000;HS10;Produits de poissons (laitances) - Espèce 1;Fish products (roes) - Species 1;Industrie;10.0;1.0;10.0;19.25;=;40.25
0511912000;HS10;Produits de poissons (laitances) - Espèce 2;Fish products (roes) - Species 2;Industrie;10.0;1.0;10.0;19.25;=;40.25
0511919000;HS10;Produits de poissons (laitances) - Autre espèce;Fish products (roes) - Other species;Industrie;10.0;1.0;10.0;19.25;=;40.25
051199;HS6;Autres produits d'origine animale;Other products of animal origin;;;;;;;
0511991000;HS10;Autres produits d'origine animale - Type 1;Other products of animal origin - Type 1;Industrie;10.0;1.0;10.0;19.25;=;40.25
0511992000;HS10;Autres produits d'origine animale - Type 2;Other products of animal origin - Type 2;Industrie;10.0;1.0;10.0;19.25;=;40.25
0511999000;HS10;Autres produits d'origine animale - Autre;Other products of animal origin - Other;Industrie;10.0;1.0;10.0;19.25;=;40.25
SECTION II;SECTION;Produits du règne végétal;Vegetable products;;;;;;;
CHAPITRE 06;CHAPITRE;Plantes vivantes et fleurs;;;;;;;;
0601;RANGEE 01;"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes; dormant, in growth or in flower; chicory plants and roots other than roots of heading no. 1212";;;;;;;;
060110;HS6;Bulbes, oignons, tubercules en repos;Bulbs, tubers in dormant state;;;;;;;
0601101000;HS10;Bulbes, oignons, tubercules en repos - Espèce 1;Bulbs, tubers in dormant state - Species 1;Agriculture;10.0;1.0;10.0;19.25;910 Déclaration d'Importation du Produit;40.25
0601102000;HS10;Bulbes, oignons, tubercules en repos - Espèce 2;Bulbs, tubers in dormant state - Species 2;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0601109000;HS10;Bulbes, oignons, tubercules en repos - Autre espèce;Bulbs, tubers in dormant state - Other species;Agriculture;10.0;1.0;10.0;19.25;=;40.25
060120;HS6;Bulbes, oignons en végétation;Bulbs, tubers in growth;;;;;;;
0601201000;HS10;Bulbes, oignons en végétation - Espèce 1;Bulbs, tubers in growth - Species 1;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0601202000;HS10;Bulbes, oignons en végétation - Espèce 2;Bulbs, tubers in growth - Species 2;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0601209000;HS10;Bulbes, oignons en végétation - Autre espèce;Bulbs, tubers in growth - Other species;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0602;RANGEE 02;"Plants, live; n.e.c. in heading no. 0601, (including their roots) cuttings and slips; mushroom spawn";;;;;;;;
060210;HS6;Boutures non racinées, greffons;Unrooted cuttings, slips;;;;;;;
0602101000;HS10;Boutures non racinées, greffons - Espèce 1;Unrooted cuttings, slips - Species 1;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0602102000;HS10;Boutures non racinées, greffons - Espèce 2;Unrooted cuttings, slips - Species 2;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0602109000;HS10;Boutures non racinées, greffons - Autre espèce;Unrooted cuttings, slips - Other species;Agriculture;10.0;1.0;10.0;19.25;=;40.25
060220;HS6;Arbres et arbustes fruitiers;Fruit trees and shrubs;;;;;;;
0602201000;HS10;Arbres et arbustes fruitiers - Espèce 1;Fruit trees and shrubs - Species 1;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0602202000;HS10;Arbres et arbustes fruitiers - Espèce 2;Fruit trees and shrubs - Species 2;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0602209000;HS10;Arbres et arbustes fruitiers - Autre espèce;Fruit trees and shrubs - Other species;Agriculture;10.0;1.0;10.0;19.25;=;40.25
060230;HS6;Rhododendrons et azalées;Rhododendrons and azaleas;;;;;;;
060230;HS6-DIRECT;Rhododendrons et azalées;Rhododendrons and azaleas;Agriculture;10.0;1.0;10.0;19.25;=;40.25
060240;HS6;Rosiers greffés ou non;Roses, grafted or not;;;;;;;
0602401000;HS10;Rosiers greffés ou non - Type 1;Roses, grafted or not - Type 1;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0602402000;HS10;Rosiers greffés ou non - Type 2;Roses, grafted or not - Type 2;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0602409000;HS10;Rosiers greffés ou non - Autre;Roses, grafted or not - Other;Agriculture;10.0;1.0;10.0;19.25;=;40.25
060290;HS6;Autres plantes vivantes;Other live plants;;;;;;;
0602901000;HS10;Autres plantes vivantes - Espèce 1;Other live plants - Species 1;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0602902000;HS10;Autres plantes vivantes - Espèce 2;Other live plants - Species 2;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0602909000;HS10;Autres plantes vivantes - Autre espèce;Other live plants - Other species;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0603;RANGEE 03;"Flowers; cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated or otherwise prepared";;;;;;;;
060311;HS6;Roses;Flowers;;;;;;;
0603111000;HS10;Roses - Type 1;Flowers - Type 1;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0603112000;HS10;Roses - Type 2;Flowers - Type 2;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0603119000;HS10;Roses - Autre;Flowers - Other;Agriculture;10.0;1.0;10.0;19.25;=;40.25
060312;HS6;Oeillets frais;Fresh carnations;;;;;;;
0603121000;HS10;Oeillets frais - Grade 1 / Premium;Fresh carnations - Grade 1 / Premium;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0603122000;HS10;Oeillets frais - Grade 2 / Standard;Fresh carnations - Grade 2 / Standard;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0603129000;HS10;Oeillets frais - Autre;Fresh carnations - Other;Agriculture;10.0;1.0;10.0;19.25;=;40.25
060313;HS6;Orchidées fraîches;Fresh orchids;;;;;;;
0603131000;HS10;Orchidées fraîches - Grade 1 / Premium;Fresh orchids - Grade 1 / Premium;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0603132000;HS10;Orchidées fraîches - Grade 2 / Standard;Fresh orchids - Grade 2 / Standard;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0603139000;HS10;Orchidées fraîches - Autre;Fresh orchids - Other;Agriculture;10.0;1.0;10.0;19.25;=;40.25
060314;HS6;Chrysanthèmes frais;Fresh chrysanthemums;;;;;;;
0603141000;HS10;Chrysanthèmes frais - Grade 1 / Premium;Fresh chrysanthemums - Grade 1 / Premium;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0603142000;HS10;Chrysanthèmes frais - Grade 2 / Standard;Fresh chrysanthemums - Grade 2 / Standard;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0603149000;HS10;Chrysanthèmes frais - Autre;Fresh chrysanthemums - Other;Agriculture;10.0;1.0;10.0;19.25;=;40.25
060315;HS6;Lis frais;Fresh lilies;;;;;;;
0603151000;HS10;Lis frais - Grade 1 / Premium;Fresh lilies - Grade 1 / Premium;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0603152000;HS10;Lis frais - Grade 2 / Standard;Fresh lilies - Grade 2 / Standard;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0603159000;HS10;Lis frais - Autre;Fresh lilies - Other;Agriculture;10.0;1.0;10.0;19.25;=;40.25
060319;HS6;Autres fleurs coupées fraîches;Other fresh cut flowers;;;;;;;
0603191000;HS10;Autres fleurs coupées fraîches - Espèce 1;Other fresh cut flowers - Species 1;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0603192000;HS10;Autres fleurs coupées fraîches - Espèce 2;Other fresh cut flowers - Species 2;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0603199000;HS10;Autres fleurs coupées fraîches - Autre espèce;Other fresh cut flowers - Other species;Agriculture;10.0;1.0;10.0;19.25;=;40.25
060390;HS6;Fleurs coupées séchées;Dried cut flowers;;;;;;;
0603901000;HS10;Fleurs coupées séchées - Espèce 1;Dried cut flowers - Species 1;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0603902000;HS10;Fleurs coupées séchées - Espèce 2;Dried cut flowers - Species 2;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0603909000;HS10;Fleurs coupées séchées - Autre espèce;Dried cut flowers - Other species;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0604;RANGEE 04;"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated etc.";;;;;;;;
060410;HS6;Mousses et lichens;Mosses and lichens;;;;;;;
060410;HS6-DIRECT;Mousses et lichens;Mosses and lichens;Agriculture;10.0;1.0;10.0;19.25;=;40.25
060420;HS6;Feuillages frais;Fresh foliage;;;;;;;
0604201000;HS10;Feuillages frais - Espèce 1;Fresh foliage - Species 1;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0604202000;HS10;Feuillages frais - Espèce 2;Fresh foliage - Species 2;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0604209000;HS10;Feuillages frais - Autre espèce;Fresh foliage - Other species;Agriculture;10.0;1.0;10.0;19.25;=;40.25
060490;HS6;Feuillages, branches séchés;Dried foliage, branches;;;;;;;
0604901000;HS10;Feuillages, branches séchés - Type 1;Dried foliage, branches - Type 1;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0604902000;HS10;Feuillages, branches séchés - Type 2;Dried foliage, branches - Type 2;Agriculture;10.0;1.0;10.0;19.25;=;40.25
0604909000;HS10;Feuillages, branches séchés - Autre;Dried foliage, branches - Other;Agriculture;10.0;1.0;10.0;19.25;=;40.25
CHAPITRE 07;CHAPITRE;Légumes, plantes, racines;;;;;;;;
0701;RANGEE 01;"Potatoes; fresh or chilled";;;;;;;;
070110;HS6;Pommes de terre de semence;Seed potatoes;;;;;;;
0701101000;HS10;Pommes de terre de semence - Variété 1;Seed potatoes - Variety 1;Alimentation;20.0;1.0;10.0;19.25;910 Déclaration d'Importation du Produit;50.25
0701102000;HS10;Pommes de terre de semence - Variété 2;Seed potatoes - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0701109000;HS10;Pommes de terre de semence - Autre;Seed potatoes - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
070190;HS6;Pommes de terre autres;Other potatoes;;;;;;;
0701901000;HS10;Pommes de terre autres - Variété 1;Other potatoes - Variety 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0701902000;HS10;Pommes de terre autres - Variété 2;Other potatoes - Variety 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0701909000;HS10;Pommes de terre autres - Autre;Other potatoes - Other;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0702;RANGEE 02;"Tomatoes; fresh or chilled";;;;;;;;
070200;HS6;Tomates fraîches ou réfrigérées;Fresh or chilled tomatoes;;;;;;;
0702001000;HS10;Tomates fraîches ou réfrigérées - Type 1;Fresh or chilled tomatoes - Type 1;Alimentation;20.0;1.0;10.0;19.25;=;50.25
0702002000;HS10;Tomates fraîches ou réfrigérées - Type 2;Fresh or chilled tomatoes - Type 2;Alimentation;20.0;1.0;10.0;19.25;=;50.25
