Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;IDF_%;T.V.A_%;Formalites;Total_%
3824821000;HS10;Contenant des polybromobiphényles (PBB) - Type 1;Chemical products - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3824822000;HS10;Contenant des polybromobiphényles (PBB) - Type 2;Chemical products - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3824829000;HS10;Contenant des polybromobiphényles (PBB) - Autre;Chemical products - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382483;HS6;Contenant du phosphate de tris(2;Chemical products;;;;;;
3824831000;HS10;Contenant du phosphate de tris(2 - Type 1;Chemical products - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3824832000;HS10;Contenant du phosphate de tris(2 - Type 2;Chemical products - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3824839000;HS10;Contenant du phosphate de tris(2 - Autre;Chemical products - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382484;HS6;Contenant de l'aldrine (ISO);Chemical products;;;;;;
3824841000;HS10;Contenant de l'aldrine (ISO) - Type 1;Chemical products - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3824842000;HS10;Contenant de l'aldrine (ISO) - Type 2;Chemical products - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3824849000;HS10;Contenant de l'aldrine (ISO) - Autre;Chemical products - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382485;HS6;Contenant du 1;Chemical products;;;;;;
3824851000;HS10;Contenant du 1 - Type 1;Chemical products - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3824852000;HS10;Contenant du 1 - Type 2;Chemical products - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3824859000;HS10;Contenant du 1 - Autre;Chemical products - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382486;HS6;Contenant du pentachlorobenzène (ISO) ou du hexachlorobenzène (ISO);Chemical products;;;;;;
3824861000;HS10;Contenant du pentachlorobenzène (ISO) ou du hexachlorobenzène (ISO) - Type 1;Chemical products - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3824862000;HS10;Contenant du pentachlorobenzène (ISO) ou du hexachlorobenzène (ISO) - Type 2;Chemical products - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3824869000;HS10;Contenant du pentachlorobenzène (ISO) ou du hexachlorobenzène (ISO) - Autre;Chemical products - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382487;HS6;Contenant de l'acide perfluorooctane sulfonique;Chemical products;;;;;;
3824871000;HS10;Contenant de l'acide perfluorooctane sulfonique - Type 1;Chemical products - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3824872000;HS10;Contenant de l'acide perfluorooctane sulfonique - Type 2;Chemical products - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3824879000;HS10;Contenant de l'acide perfluorooctane sulfonique - Autre;Chemical products - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382488;HS6;Contenant des éthers tétra-;Chemical products;;;;;;
3824881000;HS10;Contenant des éthers tétra- - Type 1;Chemical products - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3824882000;HS10;Contenant des éthers tétra- - Type 2;Chemical products - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3824889000;HS10;Contenant des éthers tétra- - Autre;Chemical products - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382489;HS6;Contenant des paraffines chlorées à chaîne courte;Chemical products;;;;;;
3824891000;HS10;Contenant des paraffines chlorées à chaîne courte - Type 1;Chemical products - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3824892000;HS10;Contenant des paraffines chlorées à chaîne courte - Type 2;Chemical products - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3824899000;HS10;Contenant des paraffines chlorées à chaîne courte - Autre;Chemical products - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382490;HS6;Autres produits chimiques et préparations diverses;Other miscellaneous chemical products and preparations;;;;;;
3824901000;HS10;Autres produits chimiques et préparations diverses - Type 1;Other miscellaneous chemical products and preparations - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3824902000;HS10;Autres produits chimiques et préparations diverses - Type 2;Other miscellaneous chemical products and preparations - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3824909000;HS10;Autres produits chimiques et préparations diverses - Autre;Other miscellaneous chemical products and preparations - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382491;HS6;Mélanges et préparations constitués essentiellement de méthylphosphonate de (5 éthyl-2-méthyl-2-oxido-1;Chemical products;;;;;;
3824911000;HS10;Mélanges et préparations constitués essentiellement de méthylphosphonate de (5 éthyl-2-méthyl-2-oxido-1 - Type 1;Chemical products - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3824912000;HS10;Mélanges et préparations constitués essentiellement de méthylphosphonate de (5 éthyl-2-méthyl-2-oxido-1 - Type 2;Chemical products - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3824919000;HS10;Mélanges et préparations constitués essentiellement de méthylphosphonate de (5 éthyl-2-méthyl-2-oxido-1 - Autre;Chemical products - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382492;HS6;Esters de polyglycol d'acide méthylphosphonique;Chemical products;;;;;;
3824921000;HS10;Esters de polyglycol d'acide méthylphosphonique - Type 1;Chemical products - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3824922000;HS10;Esters de polyglycol d'acide méthylphosphonique - Type 2;Chemical products - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3824929000;HS10;Esters de polyglycol d'acide méthylphosphonique - Autre;Chemical products - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382499;HS6;Autres;Chemical products;;;;;;
3824991000;HS10;Autres - Type 1;Chemical products - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3824992000;HS10;Autres - Type 2;Chemical products - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3824999000;HS10;Autres - Autre;Chemical products - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
3825;RANGEE 25;"Residual products of the chemical or allied industries, not elsewhere specified or included; municipal waste; sewage sludge; other residual products.";;;;;;;
382510;HS6;Déchets municipaux;Municipal waste;;;;;;
382510;HS6-DIRECT;Déchets municipaux;Municipal waste;Industrie chimique;10.0;3.5;16.0;=;29.5
382520;HS6;Boues d'épuration;Sewage sludge;;;;;;
382520;HS6-DIRECT;Boues d'épuration;Sewage sludge;Industrie chimique;10.0;3.5;16.0;=;29.5
382530;HS6;Déchets cliniques;Clinical waste;;;;;;
382530;HS6-DIRECT;Déchets cliniques;Clinical waste;Industrie chimique;10.0;3.5;16.0;=;29.5
382541;HS6;Déchets de solvants organiques halogénés;Waste organic solvents, halogenated;;;;;;
382541;HS6-DIRECT;Déchets de solvants organiques halogénés;Waste organic solvents, halogenated;Industrie chimique;10.0;3.5;16.0;=;29.5
382549;HS6;Autres déchets de solvants organiques;Other waste organic solvents;;;;;;
382549;HS6-DIRECT;Autres déchets de solvants organiques;Other waste organic solvents;Industrie chimique;10.0;3.5;16.0;=;29.5
382550;HS6;Déchets de solutions de décapage des métaux;Wastes of metal pickling liquors;;;;;;
382550;HS6-DIRECT;Déchets de solutions de décapage des métaux;Wastes of metal pickling liquors;Industrie chimique;10.0;3.5;16.0;=;29.5
382561;HS6;Déchets contenant principalement des constituants organiques;Wastes mainly containing organic constituents;;;;;;
382561;HS6-DIRECT;Déchets contenant principalement des constituants organiques;Wastes mainly containing organic constituents;Industrie chimique;10.0;3.5;16.0;=;29.5
382569;HS6;Autres déchets de l'industrie chimique;Other wastes from chemical industries;;;;;;
382569;HS6-DIRECT;Autres déchets de l'industrie chimique;Other wastes from chemical industries;Industrie chimique;10.0;3.5;16.0;=;29.5
382590;HS6;Autres déchets;Other residual products;;;;;;
382590;HS6-DIRECT;Autres déchets;Other residual products;Industrie chimique;10.0;3.5;16.0;=;29.5
3826;RANGEE 26;"Biodiesel and mixtures thereof; not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals";;;;;;;
382600;HS6;Biodiesel et mélanges de biodiesel;Biodiesel and mixtures thereof;;;;;;
3826001000;HS10;Biodiesel et mélanges de biodiesel - Type 1;Biodiesel and mixtures thereof - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3826002000;HS10;Biodiesel et mélanges de biodiesel - Type 2;Biodiesel and mixtures thereof - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3826009000;HS10;Biodiesel et mélanges de biodiesel - Autre;Biodiesel and mixtures thereof - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
3827;RANGEE 27;Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included;;;;;;;
382711;HS6;Contenant des chlorofluorocarbures (CFC);Mixtures containing halogenated derivatives of methane;;;;;;
3827111000;HS10;Contenant des chlorofluorocarbures (CFC) - Type 1;Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827112000;HS10;Contenant des chlorofluorocarbures (CFC) - Type 2;Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827119000;HS10;Contenant des chlorofluorocarbures (CFC) - Autre;Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382712;HS6;Contenant des hydrobromofluorocarbures (HBFC);Mixtures containing halogenated derivatives of methane;;;;;;
3827121000;HS10;Contenant des hydrobromofluorocarbures (HBFC) - Type 1;Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827122000;HS10;Contenant des hydrobromofluorocarbures (HBFC) - Type 2;Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827129000;HS10;Contenant des hydrobromofluorocarbures (HBFC) - Autre;Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382713;HS6;Contenant du tétrachlorure de carbone;Mixtures containing halogenated derivatives of methane;;;;;;
3827131000;HS10;Contenant du tétrachlorure de carbone - Type 1;Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827132000;HS10;Contenant du tétrachlorure de carbone - Type 2;Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827139000;HS10;Contenant du tétrachlorure de carbone - Autre;Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382714;HS6;Contenant du 1;Mixtures containing halogenated derivatives of methane;;;;;;
3827141000;HS10;Contenant du 1 - Type 1;Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827142000;HS10;Contenant du 1 - Type 2;Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827149000;HS10;Contenant du 1 - Autre;Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382720;HS6;Contenant du bromochlorodifluorométhane (halon-1211);Mixtures containing halogenated derivatives of methane;;;;;;
3827201000;HS10;Contenant du bromochlorodifluorométhane (halon-1211) - Type 1;Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827202000;HS10;Contenant du bromochlorodifluorométhane (halon-1211) - Type 2;Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827209000;HS10;Contenant du bromochlorodifluorométhane (halon-1211) - Autre;Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382731;HS6;Contenant des substances des n°s 2903.41 à 2903.48;Mixtures containing halogenated derivatives of methane;;;;;;
3827311000;HS10;Contenant des substances des n°s 2903.41 à 2903.48 - Type 1;Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827312000;HS10;Contenant des substances des n°s 2903.41 à 2903.48 - Type 2;Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827319000;HS10;Contenant des substances des n°s 2903.41 à 2903.48 - Autre;Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382732;HS6;Autres;Mixtures containing halogenated methane;;;;;;
3827321000;HS10;Autres - Type 1;Mixtures containing halogenated methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827322000;HS10;Autres - Type 2;Mixtures containing halogenated methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827329000;HS10;Autres - Autre;Mixtures containing halogenated methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382739;HS6;Autres;Mixtures containing halogenated methane;;;;;;
3827391000;HS10;Autres - Type 1;Mixtures containing halogenated methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827392000;HS10;Autres - Type 2;Mixtures containing halogenated methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827399000;HS10;Autres - Autre;Mixtures containing halogenated methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382740;HS6;Contenant du bromure de méthyle (bromométhane) ou du bromochlorométhane;Mixtures containing halogenated derivatives of methane;;;;;;
3827401000;HS10;Contenant du bromure de méthyle (bromométhane) ou du bromochlorométhane - Type 1;Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827402000;HS10;Contenant du bromure de méthyle (bromométhane) ou du bromochlorométhane - Type 2;Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827409000;HS10;Contenant du bromure de méthyle (bromométhane) ou du bromochlorométhane - Autre;Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382751;HS6;Contenant du trifluorométhane (HFC-23);Mixtures containing halogenated derivatives of methane;;;;;;
3827511000;HS10;Contenant du trifluorométhane (HFC-23) - Type 1;Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827512000;HS10;Contenant du trifluorométhane (HFC-23) - Type 2;Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827519000;HS10;Contenant du trifluorométhane (HFC-23) - Autre;Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382759;HS6;Autres;Mixtures containing halogenated derivatives of methane;;;;;;
3827591000;HS10;Autres - Type 1;Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827592000;HS10;Autres - Type 2;Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827599000;HS10;Autres - Autre;Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382761;HS6;Contenant en masse 15 % ou plus de 1;Mixtures containing halogenated derivatives of methane;;;;;;
3827611000;HS10;Contenant en masse 15 % ou plus de 1 - Type 1;Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827612000;HS10;Contenant en masse 15 % ou plus de 1 - Type 2;Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827619000;HS10;Contenant en masse 15 % ou plus de 1 - Autre;Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382762;HS6;Autres;Mixtures containing halogenated derivatives of methane;;;;;;
3827621000;HS10;Autres - Type 1;Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827622000;HS10;Autres - Type 2;Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827629000;HS10;Autres - Autre;Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382763;HS6;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant en masse 40 % ou plus de pentafluoroéthane (HFC- 125)";Mixtures containing halogenated derivatives of methane;;;;;;
3827631000;HS10;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant en masse 40 % ou plus de pentafluoroéthane (HFC- 125) - Type 1";Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827632000;HS10;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant en masse 40 % ou plus de pentafluoroéthane (HFC- 125) - Type 2";Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827639000;HS10;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant en masse 40 % ou plus de pentafluoroéthane (HFC- 125) - Autre";Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382764;HS6;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant en masse 30 % ou plus de 1"",""1"",""1"",""2-tétrafluoroéthane (HFC-134a) mais ne contenant pas de dérivés fluorés non saturés des hydrocarbures acycliques (HFO)";Mixtures containing halogenated derivatives of methane;;;;;;
3827641000;HS10;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant en masse 30 % ou plus de 1"",""1"",""1"",""2-tétrafluoroéthane (HFC-134a) mais ne contenant pas de dérivés fluorés non saturés des hydrocarbures acycliques (HFO) - Type 1";Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827642000;HS10;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant en masse 30 % ou plus de 1"",""1"",""1"",""2-tétrafluoroéthane (HFC-134a) mais ne contenant pas de dérivés fluorés non saturés des hydrocarbures acycliques (HFO) - Type 2";Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827649000;HS10;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant en masse 30 % ou plus de 1"",""1"",""1"",""2-tétrafluoroéthane (HFC-134a) mais ne contenant pas de dérivés fluorés non saturés des hydrocarbures acycliques (HFO) - Autre";Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382765;HS6;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant en masse 20 % ou plus de difluorométhane (HFC-32) et 20 % ou plus de pentafluoroéthane (HFC-125)";Mixtures containing halogenated derivatives of methane;;;;;;
3827651000;HS10;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant en masse 20 % ou plus de difluorométhane (HFC-32) et 20 % ou plus de pentafluoroéthane (HFC-125) - Type 1";Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827652000;HS10;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant en masse 20 % ou plus de difluorométhane (HFC-32) et 20 % ou plus de pentafluoroéthane (HFC-125) - Type 2";Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827659000;HS10;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant en masse 20 % ou plus de difluorométhane (HFC-32) et 20 % ou plus de pentafluoroéthane (HFC-125) - Autre";Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382768;HS6;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant des substances des n°s 2903.41 à 2903.48";Mixtures containing halogenated derivatives of methane;;;;;;
3827681000;HS10;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant des substances des n°s 2903.41 à 2903.48 - Type 1";Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827682000;HS10;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant des substances des n°s 2903.41 à 2903.48 - Type 2";Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827689000;HS10;"Autres"","" non mentionnés dans les sous-positions ci-dessus"","" contenant des substances des n°s 2903.41 à 2903.48 - Autre";Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382769;HS6;Autres;Mixtures containing halogenated derivatives of methane;;;;;;
3827691000;HS10;Autres - Type 1;Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827692000;HS10;Autres - Type 2;Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827699000;HS10;Autres - Autre;Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
382790;HS6;Autres;Mixtures containing halogenated derivatives of methane;;;;;;
3827901000;HS10;Autres - Type 1;Mixtures containing halogenated derivatives of methane - Type 1;Industrie chimique;10.0;3.5;16.0;=;29.5
3827902000;HS10;Autres - Type 2;Mixtures containing halogenated derivatives of methane - Type 2;Industrie chimique;10.0;3.5;16.0;=;29.5
3827909000;HS10;Autres - Autre;Mixtures containing halogenated derivatives of methane - Other;Industrie chimique;10.0;3.5;16.0;=;29.5
SECTION VII;SECTION;"Matières plastiques et ouvrages en ces matières; caoutchouc et ouvrages en caoutchouc";"Plastics and articles thereof; rubber and articles thereof";;;;;;
CHAPITRE 39;CHAPITRE;Matières plastiques;;;;;;;
3901;RANGEE 01;Polymers of ethylene, in primary forms;;;;;;;
390110;HS6;Polyéthylène de densité <0.94;Polyethylene density <0.94;;;;;;
3901101000;HS10;Polyéthylène de densité <0.94 - Type 1;Polyethylene density <0.94 - Type 1;Industrie;25.0;3.5;16.0;910 Déclaration d'Importation du Produit;44.5
3901102000;HS10;Polyéthylène de densité <0.94 - Type 2;Polyethylene density <0.94 - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3901109000;HS10;Polyéthylène de densité <0.94 - Autre;Polyethylene density <0.94 - Other;Industrie;25.0;3.5;16.0;=;44.5
390120;HS6;Polyéthylène de densité ≥0.94;Polyethylene density ≥0.94;;;;;;
3901201000;HS10;Polyéthylène de densité ≥0.94 - Type 1;Polyethylene density ≥0.94 - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3901202000;HS10;Polyéthylène de densité ≥0.94 - Type 2;Polyethylene density ≥0.94 - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3901209000;HS10;Polyéthylène de densité ≥0.94 - Autre;Polyethylene density ≥0.94 - Other;Industrie;25.0;3.5;16.0;=;44.5
390130;HS6;Copolymères d'éthylène et d'acétate de vinyle;Ethylene polymers;;;;;;
3901301000;HS10;Copolymères d'éthylène et d'acétate de vinyle - Type 1;Ethylene polymers - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3901302000;HS10;Copolymères d'éthylène et d'acétate de vinyle - Type 2;Ethylene polymers - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3901309000;HS10;Copolymères d'éthylène et d'acétate de vinyle - Autre;Ethylene polymers - Other;Industrie;25.0;3.5;16.0;=;44.5
390140;HS6;Copolymères d'éthylène et d'alpha-oléfine d'une densité inférieure à 0;Ethylene polymers;;;;;;
3901401000;HS10;Copolymères d'éthylène et d'alpha-oléfine d'une densité inférieure à 0 - Type 1;Ethylene polymers - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3901402000;HS10;Copolymères d'éthylène et d'alpha-oléfine d'une densité inférieure à 0 - Type 2;Ethylene polymers - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3901409000;HS10;Copolymères d'éthylène et d'alpha-oléfine d'une densité inférieure à 0 - Autre;Ethylene polymers - Other;Industrie;25.0;3.5;16.0;=;44.5
390190;HS6;Autres;Ethylene polymers;;;;;;
3901901000;HS10;Autres - Type 1;Ethylene polymers - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3901902000;HS10;Autres - Type 2;Ethylene polymers - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3901909000;HS10;Autres - Autre;Ethylene polymers - Other;Industrie;25.0;3.5;16.0;=;44.5
3902;RANGEE 02;Polymers of propylene or of other olefins, in primary forms;;;;;;;
390210;HS6;Polypropylène;Polypropylene;;;;;;
3902101000;HS10;Polypropylène - Type 1;Polypropylene - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3902102000;HS10;Polypropylène - Type 2;Polypropylene - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3902109000;HS10;Polypropylène - Autre;Polypropylene - Other;Industrie;25.0;3.5;16.0;=;44.5
390220;HS6;Polyisobutylène;Propylene;;;;;;
3902201000;HS10;Polyisobutylène - Type 1;Propylene - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3902202000;HS10;Polyisobutylène - Type 2;Propylene - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3902209000;HS10;Polyisobutylène - Autre;Propylene - Other;Industrie;25.0;3.5;16.0;=;44.5
390230;HS6;Copolymères de propylène;Propylene;;;;;;
3902301000;HS10;Copolymères de propylène - Type 1;Propylene - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3902302000;HS10;Copolymères de propylène - Type 2;Propylene - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3902309000;HS10;Copolymères de propylène - Autre;Propylene - Other;Industrie;25.0;3.5;16.0;=;44.5
390290;HS6;Autres;Propylene;;;;;;
3902901000;HS10;Autres - Type 1;Propylene - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3902902000;HS10;Autres - Type 2;Propylene - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3902909000;HS10;Autres - Autre;Propylene - Other;Industrie;25.0;3.5;16.0;=;44.5
3903;RANGEE 03;Polymers of styrene, in primary forms;;;;;;;
390311;HS6;Polystyrène expansible;Expansible polystyrene;;;;;;
3903111000;HS10;Polystyrène expansible - Type 1;Expansible polystyrene - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3903112000;HS10;Polystyrène expansible - Type 2;Expansible polystyrene - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3903119000;HS10;Polystyrène expansible - Autre;Expansible polystyrene - Other;Industrie;25.0;3.5;16.0;=;44.5
390319;HS6;Autres;Styrene polymers;;;;;;
3903191000;HS10;Autres - Type 1;Styrene polymers - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3903192000;HS10;Autres - Type 2;Styrene polymers - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3903199000;HS10;Autres - Autre;Styrene polymers - Other;Industrie;25.0;3.5;16.0;=;44.5
390320;HS6;Copolymères de styrène-acrylonitrile (SAN);Styrene polymers;;;;;;
3903201000;HS10;Copolymères de styrène-acrylonitrile (SAN) - Type 1;Styrene polymers - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3903202000;HS10;Copolymères de styrène-acrylonitrile (SAN) - Type 2;Styrene polymers - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3903209000;HS10;Copolymères de styrène-acrylonitrile (SAN) - Autre;Styrene polymers - Other;Industrie;25.0;3.5;16.0;=;44.5
390330;HS6;Copolymères d'acrylonitrile-butadiène-styrène (ABS);Styrene polymers;;;;;;
3903301000;HS10;Copolymères d'acrylonitrile-butadiène-styrène (ABS) - Type 1;Styrene polymers - Type 1;Industrie;25.0;3.5;16.0;=;44.5
3903302000;HS10;Copolymères d'acrylonitrile-butadiène-styrène (ABS) - Type 2;Styrene polymers - Type 2;Industrie;25.0;3.5;16.0;=;44.5
3903309000;HS10;Copolymères d'acrylonitrile-butadiène-styrène (ABS) - Autre;Styrene polymers - Other;Industrie;25.0;3.5;16.0;=;44.5
390390;HS6;Autres;Styrene polymers;;;;;;
