Code_HS6;Chapitre;Description_FR;Description_EN;Categorie;Unite;DD_Taux_%;TVA_%;Autres_Taxes_%;Taxes_Detail;Formalites_Administratives;Total_Import_Taxes_%;Nb_Sous_Positions
540772;54;Teints;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540773;54;En fils de diverses couleurs;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540774;54;Imprimés;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540781;54;Ecrus ou blanchis;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540782;54;Teints;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540783;54;En fils de diverses couleurs;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540784;54;Imprimés;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540791;54;Ecrus ou blanchis;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540792;54;Teints;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540793;54;En fils de diverses couleurs;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540794;54;Imprimés;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540810;54;Tissus obtenus à partir de fils à haute ténacité de rayonne de viscose;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540821;54;Ecrus ou blanchis;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540822;54;Teints;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540823;54;En fils de diverses couleurs;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540824;54;Imprimés;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540831;54;Ecrus ou blanchis;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540832;54;Teints;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540833;54;En fils de diverses couleurs;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
540834;54;Imprimés;Fabrics;man_made_filaments;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550110;55;Câbles de filaments de nylon;Nylon filament tow;textiles;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550111;55;D'aramides;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550119;55;Autres;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550120;55;De polyesters;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550130;55;Acryliques ou modacryliques;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550140;55;De polypropylène;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550190;55;Autres;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550210;55;D'acétate de cellulose;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550290;55;Autres;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550310;55;De nylon ou d'autres polyamides;De nylon ou d'autres polyamides;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550311;55;D'aramides;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550319;55;Autres;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550320;55;Fibres discontinues de polyester;Polyester staple fibres;textiles;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550330;55;Acryliques ou modacryliques;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550340;55;De polypropylène;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550390;55;Autres;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550410;55;De rayonne viscose;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550490;55;Autres;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550510;55;De fibres synthétiques;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550520;55;De fibres artificielles;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550610;55;De nylon ou d'autres polyamides;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550620;55;De polyesters;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550630;55;Acryliques ou modacryliques;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550640;55;De polypropylène;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550690;55;Autres fibres synthétiques discontinues;Other synthetic staple fibres;textiles;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550700;55;Fibres artificielles discontinues;Fibres;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550810;55;De fibres synthétiques discontinues;Sewing thread;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550820;55;De fibres artificielles discontinues;Sewing thread;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550911;55;Simples;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550912;55;Retors ou câblés;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550921;55;Simples;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550922;55;Retors ou câblés;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550931;55;Simples;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550932;55;Retors ou câblés;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550941;55;Simples;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550942;55;Retors ou câblés;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550951;55;Mélangées principalement ou uniquement avec des fibres artificielles discontinues;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550952;55;Mélangées principalement ou uniquement avec de la laine ou des poils fins;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550953;55;Mélangées principalement ou uniquement avec du coton;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550959;55;Autres;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550961;55;Mélangées principalement ou uniquement avec de la laine ou des poils fins;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550962;55;Mélangées principalement ou uniquement avec du coton;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550969;55;Autres;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550991;55;Mélangées principalement ou uniquement avec de la laine ou des poils fins;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550992;55;Mélangées principalement ou uniquement avec du coton;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
550999;55;Autres;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551011;55;Simples;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551012;55;Retors ou câblés;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551020;55;Autres fils;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551030;55;Autres fils;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551090;55;Autres fils;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551110;55;De fibres synthétiques discontinues;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551120;55;De fibres synthétiques discontinues;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551130;55;De fibres artificielles discontinues;Yarn;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551211;55;Ecrus ou blanchis;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551219;55;Autres;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551221;55;Ecrus ou blanchis;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551229;55;Autres;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551291;55;Ecrus ou blanchis;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551299;55;Autres;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551311;55;En fibres discontinues de polyester;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551312;55;En fibres discontinues de polyester;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551313;55;Autres tissus de fibres discontinues de polyester;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551319;55;Autres tissus;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551321;55;En fibres discontinues de polyester;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551323;55;Autres tissus de fibres discontinues de polyester;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551329;55;Autres tissus;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551331;55;En fibres discontinues de polyester;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551339;55;Autres tissus;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551341;55;En fibres discontinues de polyester;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551349;55;Autres tissus;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551411;55;En fibres discontinues de polyester;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551412;55;En fibres discontinues de polyester;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551419;55;Autres tissus;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551421;55;En fibres discontinues de polyester;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551422;55;En fibres discontinues de polyester;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551423;55;Autres tissus de fibres discontinues de polyester;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551429;55;Autres tissus;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551430;55;En fils de diverses couleurs;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551441;55;En fibres discontinues de polyester;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551442;55;En fibres discontinues de polyester;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551443;55;Autres tissus de fibres discontinues de polyester;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551449;55;Autres tissus;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551511;55;Mélangées principalement ou uniquement avec des fibres discontinues de rayonne viscose;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551512;55;Mélangées principalement ou uniquement avec des filaments synthétiques ou artificiels;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551513;55;Mélangées principalement ou uniquement avec de la laine ou des poils fins;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551519;55;Autres;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551521;55;Mélangées principalement ou uniquement avec des filaments synthétiques ou artificiels;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551522;55;Mélangées principalement ou uniquement avec de la laine ou des poils fins;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551529;55;Autres;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551591;55;Mélangées principalement ou uniquement avec des filaments synthétiques ou artificiels;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551599;55;Autres;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551611;55;Ecrus ou blanchis;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551612;55;Teints;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551613;55;En fils de diverses couleurs;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551614;55;Imprimés;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551621;55;Ecrus ou blanchis;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551622;55;Teints;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551623;55;En fils de diverses couleurs;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551624;55;Imprimés;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551631;55;Ecrus ou blanchis;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551632;55;Teints;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551633;55;En fils de diverses couleurs;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551634;55;Imprimés;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551641;55;Ecrus ou blanchis;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551642;55;Teints;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551643;55;En fils de diverses couleurs;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551644;55;Imprimés;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551691;55;Ecrus ou blanchis;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551692;55;Teints;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551693;55;En fils de diverses couleurs;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
551694;55;Imprimés;Fabrics;man_made_staple;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
560121;56;De coton;Wadding;wadding_felt;KG;10.0;18.0;0.0;D.D:10.0% | RS:1.0% | PCS:1.0% | T.V.A:18.0%;910 Déclaration d'Importation du Produit;30.0;3
