"Chapitre;Description Chapitre (FR);Description Chapitre (EN);Code SH6;Description Produit (FR);Description Produit (EN);Statut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550620;De polyesters;Fibres;synthetic staple fibres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550630;Acryliques ou modacryliques;Fibres;synthetic staple fibres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550640;De polypropylène;Fibres;synthetic staple fibres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550690;Autres;Fibres;synthetic staple fibres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550700;Fibres artificielles discontinues;Fibres;artificial staple fibres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550810;De fibres synthétiques discontinues;Sewing thread;of synthetic staple fibres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550820;De fibres artificielles discontinues;Sewing thread;of artificial staple fibres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550911;Simples;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550912;Retors ou câblés;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550921;Simples;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550922;Retors ou câblés;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550931;Simples;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550932;Retors ou câblés;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550941;Simples;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550942;Retors ou câblés;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550951;Mélangées principalement ou uniquement avec des fibres artificielles discontinues;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550952;Mélangées principalement ou uniquement avec de la laine ou des poils fins;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550953;Mélangées principalement ou uniquement avec du coton;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550959;Autres;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550961;Mélangées principalement ou uniquement avec de la laine ou des poils fins;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550962;Mélangées principalement ou uniquement avec du coton;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550969;Autres;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550991;Mélangées principalement ou uniquement avec de la laine ou des poils fins;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550992;Mélangées principalement ou uniquement avec du coton;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;550999;Autres;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551011;Simples;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551012;Retors ou câblés;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551020;Autres fils;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551030;Autres fils;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551090;Autres fils;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551110;De fibres synthétiques discontinues;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551120;De fibres synthétiques discontinues;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551130;De fibres artificielles discontinues;Yarn;(not sewing thread)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551211;Ecrus ou blanchis;Fabrics;of synthetic staple fibres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551219;Autres;Fabrics;of synthetic staple fibres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551221;Ecrus ou blanchis;Fabrics;of synthetic staple fibres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551229;Autres;Fabrics;of synthetic staple fibres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551291;Ecrus ou blanchis;Fabrics;of synthetic staple fibres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551299;Autres;Fabrics;of synthetic staple fibres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551311;En fibres discontinues de polyester;Fabrics;plain weave","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551312;En fibres discontinues de polyester;Fabrics;3-thread or 4-thread twill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551313;Autres tissus de fibres discontinues de polyester;Fabrics;of polyester staple fibres","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551319;Autres tissus;Fabrics;containing less than 85% by weight of synthetic staple fibres (other than polyesters)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551321;En fibres discontinues de polyester;Fabrics;plain weave","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551323;Autres tissus de fibres discontinues de polyester;Fabrics;dyed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551329;Autres tissus;Fabrics;dyed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551331;En fibres discontinues de polyester;Fabrics;plain weave","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551339;Autres tissus;Fabrics;of yarns of different colours","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551341;En fibres discontinues de polyester;Fabrics;plain weave","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551349;Autres tissus;Fabrics;printed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551411;En fibres discontinues de polyester;Fabrics;plain weave","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551412;En fibres discontinues de polyester;Fabrics;3- or 4-thread twill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551419;Autres tissus;Fabrics;unbleached or bleached","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551421;En fibres discontinues de polyester;Fabrics;plain weave","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551422;En fibres discontinues de polyester;Fabrics;3- or 4-thread twill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551423;Autres tissus de fibres discontinues de polyester;Fabrics;dyed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551429;Autres tissus;Fabrics;dyed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551430;En fils de diverses couleurs;Fabrics;of yarns of different colours","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551441;En fibres discontinues de polyester;Fabrics;plain weave","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551442;En fibres discontinues de polyester;Fabrics;3- or 4-thread twill","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551443;Autres tissus de fibres discontinues de polyester;Fabrics;printed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551449;Autres tissus;Fabrics;printed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551511;Mélangées principalement ou uniquement avec des fibres discontinues de rayonne viscose;Fabrics;of polyester staple fibres n.e.c. in chapter 55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551512;Mélangées principalement ou uniquement avec des filaments synthétiques ou artificiels;Fabrics;of polyester staple fibres n.e.c. in chapter 55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551513;Mélangées principalement ou uniquement avec de la laine ou des poils fins;Fabrics;of polyester staple fibres n.e.c. in chapter 55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551519;Autres;Fabrics;of polyester staple fibres n.e.c. in chapter 55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551521;Mélangées principalement ou uniquement avec des filaments synthétiques ou artificiels;Fabrics;of acrylic or modacrylic staple fibres n.e.c. in chapter 55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551522;Mélangées principalement ou uniquement avec de la laine ou des poils fins;Fabrics;of acrylic or modacrylic staple fibres n.e.c. in chapter 55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551529;Autres;Fabrics;of acrylic or modacrylic staple fibres n.e.c. in chapter 55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551591;Mélangées principalement ou uniquement avec des filaments synthétiques ou artificiels;Fabrics;of synthetic staple fibres n.e.c. in chapter 55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551599;Autres;Fabrics;of synthetic staple fibres n.e.c. in chapter 55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551611;Ecrus ou blanchis;Fabrics;unbleached or bleached","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551612;Teints;Fabrics;dyed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551613;En fils de diverses couleurs;Fabrics;of yarns of different colours","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551614;Imprimés;Fabrics;printed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551621;Ecrus ou blanchis;Fabrics;unbleached or bleached","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551622;Teints;Fabrics;dyed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551623;En fils de diverses couleurs;Fabrics;of yarns of different colours","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551624;Imprimés;Fabrics;printed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551631;Ecrus ou blanchis;Fabrics;unbleached or bleached","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551632;Teints;Fabrics;dyed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551633;En fils de diverses couleurs;Fabrics;of yarns of different colours","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551634;Imprimés;Fabrics;printed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551641;Ecrus ou blanchis;Fabrics;unbleached or bleached","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551642;Teints;Fabrics;dyed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551643;En fils de diverses couleurs;Fabrics;of yarns of different colours","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551644;Imprimés;Fabrics;printed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551691;Ecrus ou blanchis;Fabrics;unbleached or bleached","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551692;Teints;Fabrics;dyed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551693;En fils de diverses couleurs;Fabrics;of yarns of different colours","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55;Fibres synthétiques ou artificielles discontinues;Man-made staple fibres;551694;Imprimés;Fabrics;printed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560121;De coton;Wadding;other articles thereof","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560122;De fibres synthétiques ou artificielles;Wadding;other articles thereof","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560129;Autres;Wadding;other articles thereof","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560130;Tontisses;Wadding;textile flock and dust and mill neps","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560210;Feutres aiguilletés et produits cousus-tricotés;Felt;needleloom felt and stitch-bonded fibre fabrics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560221;De laine ou de poils fins;Felt;of wool or fine animal hair (excluding needleloom felt or stitch-bonded fibre fabrics)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560229;D'autres matières textiles;Felt;of textile materials other than wool or fine animal hair (excluding needleloom felt and stitch-bonded fibre fabrics)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560290;Autres;Felt;impregnated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560311;D'un poids n'excédant pas 25 g/m²;Nonwovens;whether or not impregnated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560312;D'un poids supérieur à 25 g/m² mais n'excédant pas 70 g/m²;Nonwovens;whether or not impregnated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560313;D'un poids supérieur à 70 g/m² mais n'excédant pas 150 g/m²;Nonwovens;whether or not impregnated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560314;D'un poids supérieur à 150 g/m2;Nonwovens;whether or not impregnated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560391;D'un poids n'excédant pas 25 g/m²;Nonwovens;whether or not impregnated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560392;D'un poids supérieur à 25 g/m² mais n'excédant pas 70 g/m²;Nonwovens;whether or not impregnated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560393;D'un poids supérieur à 70 g/m² mais n'excédant pas 150 g/m²;Nonwovens;whether or not impregnated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560394;D'un poids supérieur à 150 g/m2;Nonwovens;whether or not impregnated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560410;Fils et cordes de caoutchouc;Rubber thread and cord;textile covered","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560490;Autres;Yarn;textile yarn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560500;Filés métalliques et fils métallisés;Yarn;metallised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560600;Fils guipés;fils de chenille;""fils dits """"""""""""""""de chaînette""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560721;Ficelles lieuses ou botteleuses;Twine;binder or baler twine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560729;Autres;Twine;of sisal or other textile fibres of the genus agave (excluding binder or baler twine)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560741;Ficelles lieuses ou botteleuses;Twine;binder or baler twine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560749;Autres;Twine;of polyethylene or polypropylene (excluding binder or baler twine)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560750;D'autres fibres synthétiques;Twine;of synthetic fibres other than polyethylene or polypropylene","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560790;Autres;Twine;of materials n.e.c. in heading no. 5607","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560811;Filets confectionnés pour la pêche;Twine;fishing nets","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560819;Autres;Twine;knotted netting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560890;Autres;Twine;knotted netting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56;Ouates;Wadding;560900;Articles en fils;Yarn;articles of yarn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570110;De laine ou de poils fins;Carpets and other textile floor coverings;knotted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570190;D'autres matières textiles;Carpets and other textile floor coverings;knotted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570210;Tapis dits Kelim ou Kilim;Carpets and other textile floor coverings;woven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570220;Revêtements de sol en coco;Carpets and other textile floor coverings;woven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570231;De laine ou de poils fins;Carpets and other textile floor coverings;woven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
